2.179052886962890625e+02,4.720068359375000000e+01,1.944973297119140625e+02
2.179839172363281250e+02,4.715596771240234375e+01,1.941702423095703125e+02
2.180351257324218750e+02,4.711766052246093750e+01,1.938741302490234375e+02
2.180253753662109375e+02,4.710169219970703125e+01,1.939527587890625000e+02
2.180107269287109375e+02,4.708805084228515625e+01,1.940211944580078125e+02
2.179920349121093750e+02,4.707643127441406250e+01,1.940810546875000000e+02
2.180369262695312500e+02,4.706020355224609375e+01,1.941135406494140625e+02
2.180195007324218750e+02,4.706730651855468750e+01,1.941067504882812500e+02
2.179991455078125000e+02,4.707409667968750000e+01,1.940994415283203125e+02
2.179764862060546875e+02,4.708060455322265625e+01,1.940919189453125000e+02
2.179521789550781250e+02,4.708679962158203125e+01,1.940845031738281250e+02
2.179590911865234375e+02,4.707089233398437500e+01,1.941455078125000000e+02
2.179643096923828125e+02,4.705673217773437500e+01,1.942001342773437500e+02
2.177686309814453125e+02,4.700274658203125000e+01,1.941739807128906250e+02
2.175612335205078125e+02,4.695771789550781250e+01,1.941676940917968750e+02
2.173535919189453125e+02,4.692022705078125000e+01,1.941837158203125000e+02
2.168483428955078125e+02,4.689106750488281250e+01,1.938199462890625000e+02
2.163927154541015625e+02,4.687031555175781250e+01,1.935582580566406250e+02
2.160086212158203125e+02,4.685297393798828125e+01,1.933696441650390625e+02
2.156972656250000000e+02,4.683625030517578125e+01,1.932257690429687500e+02
2.154671478271484375e+02,4.678495025634765625e+01,1.930610351562500000e+02
2.152793273925781250e+02,4.673741149902343750e+01,1.929149169921875000e+02
2.153402709960937500e+02,4.676992034912109375e+01,1.929497985839843750e+02
2.153977508544921875e+02,4.679955291748046875e+01,1.929826202392578125e+02
2.154584197998046875e+02,4.672605133056640625e+01,1.926516571044921875e+02
2.155177307128906250e+02,4.666006469726562500e+01,1.923551788330078125e+02
2.158474121093750000e+02,4.661397552490234375e+01,1.919590606689453125e+02
2.162024230957031250e+02,4.657215118408203125e+01,1.916547393798828125e+02
2.162887878417968750e+02,4.657794952392578125e+01,1.917460937500000000e+02
2.160991973876953125e+02,4.654276275634765625e+01,1.915819396972656250e+02
2.159381713867187500e+02,4.651176452636718750e+01,1.914443664550781250e+02
2.158020019531250000e+02,4.648417663574218750e+01,1.913271484375000000e+02
2.162200164794921875e+02,4.644775390625000000e+01,1.913345184326171875e+02
2.163618164062500000e+02,4.634687805175781250e+01,1.907476806640625000e+02
2.164866180419921875e+02,4.625982666015625000e+01,1.902453460693359375e+02
2.165907287597656250e+02,4.618477630615234375e+01,1.898122863769531250e+02
2.166745300292968750e+02,4.612000274658203125e+01,1.894357147216796875e+02
2.167402954101562500e+02,4.606397247314453125e+01,1.891053771972656250e+02
2.166839447021484375e+02,4.612625885009765625e+01,1.890906066894531250e+02
2.166300048828125000e+02,4.618386840820312500e+01,1.890798187255859375e+02
2.165789947509765625e+02,4.623693084716796875e+01,1.890724334716796875e+02
2.165313415527343750e+02,4.628562927246093750e+01,1.890678558349609375e+02
2.167149047851562500e+02,4.630677795410156250e+01,1.895395355224609375e+02
2.168566894531250000e+02,4.632838439941406250e+01,1.899783630371093750e+02
2.169647216796875000e+02,4.635010528564453125e+01,1.903801727294921875e+02
2.170468444824218750e+02,4.637146759033203125e+01,1.907444610595703125e+02
2.169144134521484375e+02,4.634803009033203125e+01,1.905572052001953125e+02
2.167642822265625000e+02,4.632975006103515625e+01,1.903943176269531250e+02
2.167027740478515625e+02,4.641327667236328125e+01,1.910408782958984375e+02
2.166393585205078125e+02,4.649100494384765625e+01,1.916269989013671875e+02
2.165757598876953125e+02,4.656311035156250000e+01,1.921588134765625000e+02
2.163933715820312500e+02,4.658010101318359375e+01,1.918933715820312500e+02
2.162194213867187500e+02,4.659634399414062500e+01,1.916725463867187500e+02
2.165211791992187500e+02,4.663349151611328125e+01,1.918127441406250000e+02
2.167727966308593750e+02,4.666906738281250000e+01,1.919677734375000000e+02
2.169776000976562500e+02,4.670330047607421875e+01,1.921242828369140625e+02
2.171429290771484375e+02,4.673600769042968750e+01,1.922740173339843750e+02
2.172765197753906250e+02,4.676694488525390625e+01,1.924128723144531250e+02
2.172248687744140625e+02,4.680595397949218750e+01,1.928226623535156250e+02
2.171614532470703125e+02,4.684336090087890625e+01,1.931971435546875000e+02
2.170906524658203125e+02,4.687890625000000000e+01,1.935415649414062500e+02
2.170165557861328125e+02,4.691239166259765625e+01,1.938597564697265625e+02
2.169425506591796875e+02,4.694375610351562500e+01,1.941544036865234375e+02
2.168647613525390625e+02,4.694269561767578125e+01,1.943988800048828125e+02
2.167918395996093750e+02,4.694238281250000000e+01,1.946261596679687500e+02
2.167248992919921875e+02,4.694257354736328125e+01,1.948369140625000000e+02
2.170133819580078125e+02,4.688902282714843750e+01,1.946623840332031250e+02
2.172497253417968750e+02,4.684394073486328125e+01,1.945459289550781250e+02
2.174341735839843750e+02,4.680640411376953125e+01,1.944645690917968750e+02
2.175414733886718750e+02,4.674726867675781250e+01,1.943611755371093750e+02
2.176252746582031250e+02,4.669532775878906250e+01,1.942719726562500000e+02
2.174680786132812500e+02,4.664698791503906250e+01,1.941794128417968750e+02
2.173249969482421875e+02,4.660398864746093750e+01,1.940984191894531250e+02
2.171951293945312500e+02,4.656563568115234375e+01,1.940274810791015625e+02
2.170775299072265625e+02,4.653140258789062500e+01,1.939653625488281250e+02
2.171163482666015625e+02,4.654397583007812500e+01,1.938631439208984375e+02
2.171499938964843750e+02,4.655551147460937500e+01,1.937710113525390625e+02
2.171792449951171875e+02,4.656607055664062500e+01,1.936879730224609375e+02
2.169191589355468750e+02,4.659812164306640625e+01,1.939306488037109375e+02
2.166441650390625000e+02,4.663172912597656250e+01,1.941916503906250000e+02
2.163797149658203125e+02,4.666474914550781250e+01,1.944731445312500000e+02
2.163865966796875000e+02,4.672375488281250000e+01,1.946941070556640625e+02
2.163924865722656250e+02,4.677733612060546875e+01,1.948934326171875000e+02
2.163975372314453125e+02,4.682591247558593750e+01,1.950732116699218750e+02
2.164285583496093750e+02,4.691932678222656250e+01,1.952014465332031250e+02
2.166425933837890625e+02,4.688750457763671875e+01,1.941108245849609375e+02
2.168270263671875000e+02,4.686434173583984375e+01,1.931652832031250000e+02
2.169774780273437500e+02,4.684822845458984375e+01,1.923392333984375000e+02
2.170962524414062500e+02,4.683763885498046875e+01,1.916114349365234375e+02
2.171883087158203125e+02,4.683126068115234375e+01,1.909656219482421875e+02
2.169705200195312500e+02,4.687658691406250000e+01,1.907372589111328125e+02
2.167654876708984375e+02,4.691832733154296875e+01,1.905457153320312500e+02
2.165766906738281250e+02,4.695635223388671875e+01,1.903861694335937500e+02
2.166497192382812500e+02,4.696661376953125000e+01,1.902683105468750000e+02
